time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
01 14:33:39.440Z-01-2023,19.4063333333333,-155.291166666667,2.05,1.89,ml,20,102,,0.08,hv,hv73290712,18 19:07:43.818Z-01-2024,"7 km SW of Volcano, Hawaii",earthquake,0.2,0.16,0.122737243033801,8,reviewed,hv,hv
01 14:22:54.100Z-01-2023,60.3098,-152.2269,90.2,1.8,ml,,,,0.46,ak,ak0231w08w2,18 23:40:39.606Z-01-2023,"42 km NW of Ninilchik, Alaska",earthquake,,0.7,,,reviewed,ak,ak
01 14:18:32.301Z-01-2023,37.2072,-104.7548,5,1.2,ml,7,113,0.088,0.45,us,us6000jkyn,11 22:51:27.040Z-03-2023,"9 km N of Segundo, Colorado",earthquake,1.82,1.652,0.128,8,reviewed,us,us
01 14:14:19.120Z-01-2023,60.9088,-149.864,34.2,1.7,ml,,,,0.74,ak,ak0231vygdw,18 23:40:35.024Z-01-2023,"12 km W of Hope, Alaska",earthquake,,0.5,,,reviewed,ak,ak
01 14:01:37.820Z-01-2023,47.834,-124.06916666666666,19.56,1.68,ml,19,121,0.09571,0.31,uw,uw61901136,01 23:58:31.700Z-01-2023,"26 km ESE of Forks, Washington",earthquake,0.73,1.16,0.12474938205685326,10,reviewed,uw,uw
01 14:01:28.960Z-01-2023,34.2253333,-117.8683333,11.86,1.17,ml,43,48,0.05832,0.17,ci,ci40152663,04 19:32:35.430Z-01-2023,"10km N of Glendora, CA",earthquake,0.21,0.43,0.081,17,reviewed,ci,ci
01 13:51:52.017Z-01-2023,62.0512,-153.2767,6.4,1.6,ml,,,,0.62,ak,ak0231vl0w1,18 23:40:39.401Z-01-2023,"98 km W of Skwentna, Alaska",earthquake,,0.6,,,reviewed,ak,ak
01 13:44:48.854Z-01-2023,61.2529,-146.833,6.8,1.6,ml,,,,0.65,ak,ak0231vjhtr,18 23:40:34.791Z-01-2023,"29 km WNW of Valdez, Alaska",earthquake,,0.4,,,reviewed,ak,ak
01 13:43:53.340Z-01-2023,17.9418333333333,-66.9176666666667,14.8,1.64,md,4,236,0.04928,0.07,pr,pr71390243,01 14:29:48.280Z-01-2023,"Puerto Rico region",earthquake,0.83,0.95,0.0572269708398534,3,reviewed,pr,pr
01 13:43:11.090Z-01-2023,58.1691666666667,-155.370833333333,2.44,0.31,ml,8,75,,0.08,av,av91741186,04 00:53:27.220Z-01-2023,"86 km NW of Karluk, Alaska",earthquake,0.23,0.45,0.11812145614209,8,reviewed,av,av
01 13:38:42.190Z-01-2023,58.2101666666667,-155.111833333333,3.54,0.44,ml,8,88,,0.07,av,av91741181,04 00:46:38.790Z-01-2023,"81 km NNW of Karluk, Alaska",earthquake,0.29,1.04,0.387660808943043,8,reviewed,av,av
01 13:32:29.260Z-01-2023,58.1823333333333,-155.322,2.22,0.2,ml,7,106,,0.06,av,av91741176,18 19:07:42.237Z-01-2024,"85 km NW of Karluk, Alaska",earthquake,0.25,0.5,0.250000911818199,7,reviewed,av,av
01 13:28:33.767Z-01-2023,60.636,-151.7485,81.2,1.8,ml,,,,0.53,ak,ak0231vg21a,18 23:40:34.582Z-01-2023,"23 km W of Salamatof, Alaska",earthquake,,0.6,,,reviewed,ak,ak
01 13:27:29.461Z-01-2023,-21.2221,-68.9621,90.462,4.1,mb,28,55,0.522,0.76,us,us7000j1f6,11 22:51:30.040Z-03-2023,"136 km N of Calama, Chile",earthquake,6.75,7.627,0.166,10,reviewed,us,us
01 13:27:01.090Z-01-2023,36.5565,-89.7778333333333,13.13,1.96,md,33,47,0.09155,0.09,nm,nm60503911,05 18:30:38.340Z-01-2023,"3 km E of Risco, Missouri",earthquake,0.14,0.36,0.0752195067191903,25,reviewed,nm,nm
01 13:21:19.152Z-01-2023,59.0371,-138.0292,9.3,2.1,ml,,,,0.67,ak,ak0231veiud,23 17:23:01.351Z-01-2023,"112 km ESE of Yakutat, Alaska",earthquake,,1.7,,,reviewed,ak,ak
01 13:21:07.610Z-01-2023,35.803,-117.6193333,7.92,1.13,ml,20,69,0.02182,0.15,ci,ci40152655,04 19:22:46.081Z-01-2023,"20km WNW of Searles Valley, CA",earthquake,0.28,0.52,0.101,9,reviewed,ci,ci
01 13:18:41.474Z-01-2023,63.4328,-149.5595,104.9,1.3,ml,,,,0.43,ak,ak0231vdxg3,18 23:40:39.225Z-01-2023,"30 km W of Cantwell, Alaska",earthquake,,1,,,reviewed,ak,ak
01 13:18:25.830Z-01-2023,52.247,-168.3156,29.11,3.5,ml,18,215,0.797,0.66,us,us7000j3xw,11 22:51:46.040Z-03-2023,"Fox Islands, Aleutian Islands, Alaska",earthquake,7.27,15.501,0.091,16,reviewed,us,us
01 13:13:02.500Z-01-2023,33.4003333,-116.3906667,5.07,0.97,ml,38,105,0.076,0.19,ci,ci40152647,04 19:17:51.863Z-01-2023,"16km N of Borrego Springs, CA",earthquake,0.23,0.73,0.146,13,reviewed,ci,ci
01 13:10:58.520Z-01-2023,17.9275,-66.9091,14,3.58,md,26,225,0.0562,0.15,pr,pr2023001002,11 22:51:30.040Z-03-2023,"Puerto Rico region",earthquake,0.73,0.6,0.13,19,reviewed,pr,pr
01 13:10:47.784Z-01-2023,61.3209,-151.4851,75,1.7,ml,,,,0.48,ak,ak0231vc87e,18 23:40:38.859Z-01-2023,"29 km NW of Beluga, Alaska",earthquake,,0.9,,,reviewed,ak,ak
01 13:05:04.475Z-01-2023,61.4908,-140.1401,2.6,1.3,ml,,,,0.75,ak,ak0231vb2a7,18 23:40:38.682Z-01-2023,"141 km SSE of Alcan Border, Alaska",earthquake,,0.9,,,reviewed,ak,ak
01 13:02:57.452Z-01-2023,36.691,76.9958,98.403,4.3,mb,46,97,4.303,0.86,us,us7000j1f2,11 22:51:30.040Z-03-2023,"Kashmir-Xinjiang border region",earthquake,7.99,7.916,0.106,25,reviewed,us,us
01 12:59:36.570Z-01-2023,58.171,-155.305,1.35,-0.24,ml,6,107,,0.09,av,av91741156,04 00:36:37.370Z-01-2023,"Alaska Peninsula",earthquake,0.25,2.22,0.197172558553113,6,reviewed,av,av
01 12:50:20.561Z-01-2023,38.1444,-117.9982,8.8,1.7,ml,12,128.94,0.031,0.0974,nn,nn00854395,06 22:23:14.290Z-01-2023,"28 km SSE of Mina, Nevada",earthquake,,1.8,0.18,3,reviewed,nn,nn
01 12:46:37.510Z-01-2023,33.3985,-116.3913333,4.88,1.52,ml,76,31,0.07439,0.19,ci,ci40152639,04 18:42:04.821Z-01-2023,"16km N of Borrego Springs, CA",earthquake,0.15,0.43,0.134,42,reviewed,ci,ci
01 12:43:45.040Z-01-2023,60.1347,-152.8883,109.2,1.9,ml,,,,0.57,ak,ak0231uxv0o,18 23:40:38.479Z-01-2023,"67 km WNW of Happy Valley, Alaska",earthquake,,0.5,,,reviewed,ak,ak
01 12:29:07.036Z-01-2023,63.5602,-149.8164,109.4,2.5,ml,,,,0.63,ak,ak0231uus49,11 22:51:29.040Z-03-2023,"47 km WNW of Cantwell, Alaska",earthquake,,0.4,,,reviewed,ak,ak
01 12:20:14.720Z-01-2023,33.4053333,-116.383,5.4,0.51,ml,14,133,0.07951,0.14,ci,ci37485100,04 18:21:01.493Z-01-2023,"17km N of Borrego Springs, CA",earthquake,0.29,1.72,0.084,7,reviewed,ci,ci
01 12:19:56.120Z-01-2023,33.3981667,-116.3775,7.25,0.89,ml,19,138,0.07177,0.15,ci,ci40152631,04 18:06:56.226Z-01-2023,"16km N of Borrego Springs, CA",earthquake,0.28,1.1,0.079,4,reviewed,ci,ci
01 12:18:59.423Z-01-2023,-23.0742,-68.9221,106.733,4.8,mwr,47,80,0.696,0.81,us,us7000j1ew,11 22:51:29.040Z-03-2023,"68 km S of Calama, Chile",earthquake,4.26,4.252,0.057,30,reviewed,us,us
01 12:17:19.020Z-01-2023,40.1445,-123.8001667,25.8,2.3,md,20,93,0.0398,0.11,nc,nc73827511,02 06:17:12.272Z-01-2023,"3km NE of Redway, CA",earthquake,0.47,0.49,0.166,29,reviewed,nc,nc
01 12:01:54.689Z-01-2023,62.9293,-150.4513,92.4,1.4,ml,,,,0.38,ak,ak0231uovo8,23 17:23:01.154Z-01-2023,"50 km NNE of Petersville, Alaska",earthquake,,0.9,,,reviewed,ak,ak
01 11:49:58.420Z-01-2023,41.7933333,-111.9376667,7.44,2.26,ml,19,91,0.09936,0.2,uu,uu60528967,11 22:51:26.040Z-03-2023,"0 km NW of Benson, Utah",earthquake,0.54,0.58,0.157,9,reviewed,uu,uu
01 11:39:26.050Z-01-2023,17.9998333333333,-66.826,14.82,2.25,md,15,165,0.05483,0.08,pr,pr71390218,01 12:28:35.400Z-01-2023,"0 km NW of Indios, Puerto Rico",earthquake,0.34,0.3,0.0606969605767933,10,reviewed,pr,pr
01 11:37:21.880Z-01-2023,37.3718333,-121.6923333,5.55,1.02,md,16,56,0.04981,0.06,nc,nc73827501,10 21:08:13.127Z-01-2023,"12km E of Alum Rock, CA",earthquake,0.25,0.57,0.149,16,reviewed,nc,nc
01 11:35:01.520Z-01-2023,36.974,-121.6233333,4.81,1.19,md,18,80,0.05296,0.1,nc,nc73827496,10 20:32:12.924Z-01-2023,"6km SW of Gilroy, CA",earthquake,0.26,0.6,0.381,15,reviewed,nc,nc
01 11:28:48.280Z-01-2023,19.4208335876465,-155.278335571289,0.100000001490116,1.73,ml,13,127,,0.129999995,hv,hv73290557,01 11:34:18.210Z-01-2023,"5 km WSW of Volcano, Hawaii",earthquake,0.2,0.340000004,0.28,3,automatic,hv,hv
01 11:23:46.790Z-01-2023,58.2558333333333,-155.081166666667,4.33,0.46,ml,12,103,,0.16,av,av91741136,04 00:29:07.990Z-01-2023,"85 km NNW of Karluk, Alaska",earthquake,0.34,0.57,0.20933612887876,12,reviewed,av,av
01 11:22:38.904Z-01-2023,63.2925,-150.5374,127.9,1.8,ml,,,,0.5,ak,ak0231u7wwi,18 23:40:38.080Z-01-2023,"65 km ESE of Denali National Park, Alaska",earthquake,,0.6,,,reviewed,ak,ak
01 11:01:46.970Z-01-2023,17.949,-66.922,14.52,2.21,md,12,214,0.04824,0.06,pr,pr71390213,01 11:47:26.620Z-01-2023,"2 km SSW of Guánica, Puerto Rico",earthquake,0.43,0.51,0.112098045555649,7,reviewed,pr,pr
01 11:01:15.600Z-01-2023,58.1803333333333,-155.313666666667,0.87,-0.41,ml,6,161,,0.04,av,av91082743,04 18:21:29.430Z-01-2023,"85 km NW of Karluk, Alaska",earthquake,0.22,0.84,0.266348253721229,6,reviewed,av,av
01 10:56:10.040Z-01-2023,33.0541667,-115.5813333,7.07,1.45,ml,18,57,0.01587,0.24,ci,ci40152623,04 18:02:33.725Z-01-2023,"4km ENE of Westmorland, CA",earthquake,0.4,0.56,0.168,7,reviewed,ci,ci
01 10:51:24.330Z-01-2023,36.297,-120.4671667,11.09,2.16,md,45,50,0.08757,0.19,nc,nc73827491,10 22:10:12.503Z-01-2023,"20km NNW of Coalinga, CA",earthquake,0.29,0.71,0.157,38,reviewed,nc,nc
01 10:51:21.452Z-01-2023,57.919,-137.9669,25,2.4,ml,,,,0.63,ak,ak0231tsnpt,18 23:40:37.898Z-01-2023,"100 km WSW of Elfin Cove, Alaska",earthquake,,2.5,,,reviewed,ak,ak
01 10:44:46.322Z-01-2023,10.069,126.5571,33.676,4.3,mb,21,176,3.133,0.39,us,us7000j3xv,11 22:51:46.040Z-03-2023,"55 km ENE of Pilar, Philippines",earthquake,12.72,7.652,0.153,12,reviewed,us,us
01 10:40:00.865Z-01-2023,60.1168,-150.5246,47.2,1.7,ml,,,,0.4,ak,ak0231tq97l,18 23:40:33.861Z-01-2023,"37 km NE of Fox River, Alaska",earthquake,,0.8,,,reviewed,ak,ak
01 10:39:06.336Z-01-2023,61.3583,-149.6342,49.6,1.8,ml,,,,0.47,ak,ak0231tq1qz,18 23:40:33.630Z-01-2023,"5 km NW of Eagle River, Alaska",earthquake,,0.4,,,reviewed,ak,ak
01 10:35:06.137Z-01-2023,18.6319,120.9637,46.019,4.4,mb,36,125,4.166,0.49,us,us7000j1eg,11 22:51:29.040Z-03-2023,"12 km WNW of Claveria, Philippines",earthquake,5.16,8.249,0.12,20,reviewed,us,us
01 10:33:51.640Z-01-2023,40.5551667,-124.0075,22.18,2.46,md,30,49,0.08794,0.12,nc,nc73827486,11 22:51:26.040Z-03-2023,"8km E of Hydesville, CA",earthquake,0.24,0.37,0.084,34,reviewed,nc,nc
01 10:32:57.010Z-01-2023,38.8333321,-122.8148346,1.81,0.77,md,13,73,0.0106,0.02,nc,nc73827481,01 10:55:11.225Z-01-2023,"8km NW of The Geysers, CA",earthquake,0.26,0.69,0.16,13,automatic,nc,nc
01 10:32:49.300Z-01-2023,58.5395,-154.290166666667,9.73,0.51,ml,8,268,,0.17,av,av91082733,04 18:07:43.900Z-01-2023,"96 km WNW of Aleneva, Alaska",earthquake,2.38,1.16,0.277821549656135,8,reviewed,av,av
01 10:32:21.050Z-01-2023,17.935,-66.9176666666667,14.51,2.18,md,14,220,0.03799,0.09,pr,pr71390198,01 11:09:48.300Z-01-2023,"4 km SSW of Guánica, Puerto Rico",earthquake,0.51,0.43,0.0310521510046291,5,reviewed,pr,pr
01 10:31:21.840Z-01-2023,38.8330002,-122.8153305,1.74,1.04,md,16,73,0.01043,0.02,nc,nc73827476,01 10:47:14.023Z-01-2023,"8km NW of The Geysers, CA",earthquake,0.23,0.44,0.14,16,automatic,nc,nc
01 10:20:42.720Z-01-2023,33.554,-116.6115,14.64,0.85,ml,24,63,0.002399,0.14,ci,ci40152615,02 20:01:32.857Z-01-2023,"6km E of Anza, CA",earthquake,0.29,0.39,0.14,19,reviewed,ci,ci
01 10:19:20.400Z-01-2023,33.5515,-116.615,15.49,0.86,ml,30,61,0.001798,0.13,ci,ci40152607,04 17:58:58.835Z-01-2023,"5km E of Anza, CA",earthquake,0.21,0.3,0.163,12,reviewed,ci,ci
01 10:16:21.190Z-01-2023,33.4018333,-116.38,2.18,0.82,ml,16,149,0.1369,0.21,ci,ci40152599,02 20:02:25.684Z-01-2023,"16km N of Borrego Springs, CA",earthquake,0.52,1.19,0.114,18,reviewed,ci,ci
01 10:16:00.790Z-01-2023,19.3523333333333,-155.496,8.04,2.43,ml,42,47,,0.13,hv,hv73290512,11 22:51:29.040Z-03-2023,"16 km N of P?hala, Hawaii",earthquake,0.27,0.41,0.146490739333677,27,reviewed,hv,hv
01 10:13:25.286Z-01-2023,59.3021,-152.2844,56.5,1.9,ml,,,,0.55,ak,ak0231tkiue,23 17:23:00.971Z-01-2023,"21 km WSW of Nanwalek, Alaska",earthquake,,1.2,,,reviewed,ak,ak
01 10:12:08.988Z-01-2023,38.1762,-117.8807,10.5,0.5,ml,11,166.2,0.072,0.1252,nn,nn00854394,06 22:10:40.257Z-01-2023,"31 km SE of Mina, Nevada",earthquake,,1.7,0.44,2,reviewed,nn,nn
01 10:09:37.830Z-01-2023,18.2065,-67.1173333333333,21.88,2.95,md,26,97,0.005188,0.13,pr,pr71390183,01 11:14:15.230Z-01-2023,"2 km ENE of Mayagüez, Puerto Rico",earthquake,0.27,0.4,0.185128106552634,10,reviewed,pr,pr
01 10:05:43.590Z-01-2023,17.9535,-67.0721666666667,6.88,2.24,md,14,243,0.03096,0.14,pr,pr71390178,01 11:28:54.140Z-01-2023,"3 km SW of La Parguera, Puerto Rico",earthquake,0.53,0.31,0.0309185789008737,5,reviewed,pr,pr
01 09:55:16.200Z-01-2023,18.0176666666667,-66.8173333333333,18.89,2.04,md,14,139,0.04531,0.12,pr,pr71390173,01 10:16:02.140Z-01-2023,"2 km N of Indios, Puerto Rico",earthquake,0.4,0.5,0.214607726710374,8,reviewed,pr,pr
01 09:48:51.227Z-01-2023,62.0103,-154.2048,8.1,1.4,ml,,,,0.93,ak,ak0231t6n50,18 23:40:33.428Z-01-2023,"97 km NE of Lime Village, Alaska",earthquake,,0.6,,,reviewed,ak,ak
01 09:46:37.499Z-01-2023,65.3101,-144.8262,4,1.1,ml,,,,0.66,ak,ak0231t66rp,18 23:40:37.526Z-01-2023,"29 km S of Central, Alaska",earthquake,,0.5,,,reviewed,ak,ak
01 09:38:22.226Z-01-2023,60.746,-151.9225,76.2,1.7,ml,,,,0.39,ak,ak0231t4fv2,18 23:40:37.332Z-01-2023,"35 km W of Nikiski, Alaska",earthquake,,0.9,,,reviewed,ak,ak
01 09:34:56.210Z-01-2023,35.808,-121.3836667,6.02,2.06,md,22,209,0.113,0.1,nc,nc73827471,10 20:05:10.876Z-01-2023,"25km NW of San Simeon, CA",earthquake,0.63,0.97,0.254,20,reviewed,nc,nc
01 09:33:29.300Z-01-2023,33.4021667,-116.3803333,2.22,1.14,ml,30,36,0.1267,0.22,ci,ci40152591,02 20:02:37.646Z-01-2023,"16km N of Borrego Springs, CA",earthquake,0.32,1.15,0.16,26,reviewed,ci,ci
01 09:31:40.990Z-01-2023,17.9281666666667,-66.921,13.56,1.94,md,7,250,0.06126,0.12,pr,pr71390168,01 10:05:04.960Z-01-2023,"5 km SSW of Guánica, Puerto Rico",earthquake,0.69,0.39,0.195012873293575,6,reviewed,pr,pr
01 09:11:57.640Z-01-2023,51.8616666666667,-177.87,7.58,0.65,ml,4,166,,0.04,av,av91082853,04 20:39:49.450Z-01-2023,"85 km W of Adak, Alaska",earthquake,0.73,0.99,0.223024616830464,4,reviewed,av,av
01 09:07:25.940Z-01-2023,35.8168333,-121.3523333,3.74,2.6,md,42,176,0.1047,0.13,nc,nc73827466,11 22:51:29.040Z-03-2023,"24km NW of San Simeon, CA",earthquake,0.38,0.77,0.142,44,reviewed,nc,nc
01 09:06:48.150Z-01-2023,17.9266,-66.9146,14,3.81,md,27,225,0.06,0.12,pr,pr2023001001,11 22:51:29.040Z-03-2023,"5 km S of Guánica, Puerto Rico",earthquake,0.65,0.52,0.13,22,reviewed,pr,pr
01 09:05:49.810Z-01-2023,19.2533340454102,-155.401168823242,31.7399997711182,1.74000001,md,33,147,,0.129999995,hv,hv73290447,01 09:09:01.550Z-01-2023,"9 km NE of P?hala, Hawaii",earthquake,0.63,1.11000001,0.860000014,3,automatic,hv,hv
01 09:04:40.710Z-01-2023,17.8303333333333,-65.9855,10.92,2.78,md,8,245,0.1773,0.14,pr,pr71390148,01 09:28:26.140Z-01-2023,"16 km S of Lamboglia, Puerto Rico",earthquake,0.87,0.63,0.126662943848781,7,reviewed,pr,pr
01 08:58:03.190Z-01-2023,17.9823333333333,-66.9993333333333,12.94,2.53,md,6,190,0.1021,0.14,pr,pr71390133,01 09:29:02.140Z-01-2023,"5 km E of La Parguera, Puerto Rico",earthquake,0.65,0.49,0.0880066643267032,6,reviewed,pr,pr
01 08:47:06.399Z-01-2023,23.9374,122.5711,31.485,4.1,mb,39,70,0.663,0.56,us,us7000j3xz,11 22:51:46.040Z-03-2023,"73 km SW of Yonakuni, Japan",earthquake,4.12,3.215,0.123,23,reviewed,us,us
01 08:46:51.990Z-01-2023,38.7368,-119.3689,9.6,1.8,ml,24,62.77,0.14,0.1328,nn,nn00854391,03 18:22:20.234Z-01-2023,"5 km SSW of Smith Valley, Nevada",earthquake,,1.7,0.29,8,reviewed,nn,nn
01 08:46:26.390Z-01-2023,33.5558333,-116.6148333,14.75,0.66,ml,22,106,0.004242,0.17,ci,ci40152583,04 17:52:34.633Z-01-2023,"5km E of Anza, CA",earthquake,0.37,0.5,0.102,5,reviewed,ci,ci
01 08:42:44.210Z-01-2023,33.5558333,-116.6138333,15.03,0.35,ml,15,105,0.004,0.11,ci,ci37485084,04 17:43:06.289Z-01-2023,"6km E of Anza, CA",earthquake,0.31,0.39,0.1,6,reviewed,ci,ci
01 08:42:10.560Z-01-2023,33.5548333,-116.615,15.4,0.87,ml,31,48,0.003411,0.15,ci,ci40152575,04 16:45:29.029Z-01-2023,"5km E of Anza, CA",earthquake,0.22,0.34,0.122,11,reviewed,ci,ci
01 08:33:43.080Z-01-2023,33.4081667,-116.3903333,5.1,1.01,ml,35,43,0.08351,0.2,ci,ci40152567,03 18:30:44.063Z-01-2023,"17km N of Borrego Springs, CA",earthquake,0.26,1.01,0.185,22,reviewed,ci,ci
01 08:33:24.109Z-01-2023,52.4985,-166.8818,23.98,2.6,ml,14,249,1.106,0.42,us,us7000j5dc,11 22:51:52.040Z-03-2023,"142 km ESE of Nikolski, Alaska",earthquake,4.2,12,0.097,14,reviewed,us,us
01 08:32:16.464Z-01-2023,52.6145,-166.9988,18.2,3,ml,19,220,0.969,0.39,us,us7000j3yd,11 22:51:46.040Z-03-2023,"130 km ESE of Nikolski, Alaska",earthquake,8,14.3,0.097,14,reviewed,us,us
01 08:31:05.596Z-01-2023,61.6554,-146.7154,20,1.5,ml,,,,0.67,ak,ak0231shgtc,18 23:40:33.038Z-01-2023,"37 km S of Nelchina, Alaska",earthquake,,1.2,,,reviewed,ak,ak
01 08:29:01.360Z-01-2023,-6.2816,154.6952,103.184,4.2,mb,35,126,3.266,0.82,us,us7000j3xr,11 22:51:45.040Z-03-2023,"87 km W of Panguna, Papua New Guinea",earthquake,7.98,7.466,0.102,31,reviewed,us,us
01 08:26:08.383Z-01-2023,52.557,-166.9914,29.532,3.6,mb,50,177,1.02,0.51,us,us7000j3xx,11 22:51:46.040Z-03-2023,"133 km ESE of Nikolski, Alaska",earthquake,5.88,7.319,0.098,26,reviewed,us,us
01 08:10:37.050Z-01-2023,47.51383333333333,-122.93,15.58,1.1500000000000001,ml,18,88,0.007482,0.17,uw,uw61901126,01 23:35:11.240Z-01-2023,"10 km NW of Belfair, Washington",earthquake,0.35,0.65,0.12049172283151188,11,reviewed,uw,uw
01 08:02:48.429Z-01-2023,61.5724,-149.7263,24.7,1.5,ml,,,,0.61,ak,ak0231sbci2,18 23:40:36.937Z-01-2023,"8 km SE of Houston, Alaska",earthquake,,0.6,,,reviewed,ak,ak
01 08:02:31.156Z-01-2023,31.61486217,-103.9799896,7.63548584,2.3,ml,25,55,0.01038471292,0.2,tx,tx2023aapx,03 22:39:24.099Z-01-2023,"37 km WSW of Mentone, Texas",earthquake,0.4737421516,0.4819786811,0.2,19,reviewed,tx,tx
01 07:50:26.161Z-01-2023,38.5429,-119.5285,6.9,1,ml,16,92.76,0.044,0.1005,nn,nn00854390,06 22:04:25.101Z-01-2023,"3 km SW of Coleville, California",earthquake,,1.1,0.2,2,reviewed,nn,nn
01 07:48:04.600Z-01-2023,19.1146659851074,-155.405838012695,32.0299987792969,2.07999992,md,39,185,,0.119999997,hv,hv73290392,01 07:51:17.430Z-01-2023,"12 km SE of P?hala, Hawaii",earthquake,0.55,0.860000014,1.14999998,24,automatic,hv,hv
01 07:39:49.580Z-01-2023,19.2311668395996,-155.387329101562,30.7099990844727,1.82000005,md,38,147,,0.129999995,hv,hv73290382,01 07:43:09.760Z-01-2023,"10 km ENE of P?hala, Hawaii",earthquake,0.6,0.800000012,0.00999999978,5,automatic,hv,hv
01 07:38:28.322Z-01-2023,62.3423,-149.1581,1.5,1.7,ml,,,,0.4,ak,ak0231rxl4k,18 17:07:00.575Z-01-2023,"41 km ENE of Susitna North, Alaska",earthquake,,0.2,,,reviewed,ak,ak
01 07:27:50.020Z-01-2023,38.8173333,-122.8073333,3.1,1.18,md,37,40,0.00642,0.03,nc,nc73827456,10 20:54:15.039Z-01-2023,"6km NW of The Geysers, CA",earthquake,0.18,0.32,0.281,7,reviewed,nc,nc
01 07:24:08.190Z-01-2023,38.8193321,-122.8101654,3.68,0.78,md,6,145,0.004058,0.01,nc,nc73827451,01 07:48:11.892Z-01-2023,"7km NW of The Geysers, CA",earthquake,1.1,2.05,0.36,8,automatic,nc,nc
01 07:22:34.195Z-01-2023,64.0775,-148.7513,8,2.1,ml,,,,0.47,ak,ak0231ru648,18 17:07:00.349Z-01-2023,"19 km ENE of Ferry, Alaska",earthquake,,0.1,,,reviewed,ak,ak
01 07:17:29.530Z-01-2023,51.8573333333333,-177.829333333333,-1.78,0.8,ml,4,234,,0.11,av,av91741096,04 03:14:14.140Z-01-2023,"82 km W of Adak, Alaska",earthquake,1.28,1.92,0.399658440348835,4,reviewed,av,av
01 07:13:13.700Z-01-2023,58.1795,-155.315333333333,1.18,-0.26,ml,5,163,,0.03,av,av91741091,04 00:16:16.610Z-01-2023,"85 km NW of Karluk, Alaska",earthquake,0.27,0.95,0.238116756742076,5,reviewed,av,av
01 07:03:01.860Z-01-2023,-58.8596,-25.6498,44.616,5.2,mww,64,69,7.537,0.67,us,us7000j1d2,18 19:07:40.495Z-01-2024,"South Sandwich Islands region",earthquake,6.13,5.462,0.089,12,reviewed,us,us
01 07:01:36.610Z-01-2023,58.162,-155.329,0.77,0.1,ml,7,77,,0.05,av,av91741086,04 00:13:10.780Z-01-2023,"83 km NW of Karluk, Alaska",earthquake,0.2,1.62,0.289641872089419,7,reviewed,av,av
01 06:55:55.680Z-01-2023,58.184,-155.318833333333,0.32,0.02,ml,7,104,,0.06,av,av91741081,03 23:55:05.220Z-01-2023,"Alaska Peninsula",earthquake,0.24,1.07,0.137608304581359,6,reviewed,av,av
01 06:53:35.400Z-01-2023,36.592,-121.2135,7.12,2.09,md,23,106,0.03036,0.09,nc,nc73827441,10 20:29:17.909Z-01-2023,"9km NW of Pinnacles, CA",earthquake,0.31,0.51,0.287,24,reviewed,nc,nc
01 06:51:01.240Z-01-2023,58.1761666666667,-155.308666666667,2.11,0.42,ml,9,71,,0.07,av,av91741076,23 17:08:02.959Z-01-2023,"Alaska Peninsula",earthquake,0.2,0.45,0.248381674633633,9,reviewed,av,av
01 06:50:26.900Z-01-2023,44.8041667,-110.813,7.57,0.47,md,9,191,0.03104,0.15,uu,uu60528962,03 19:12:23.770Z-01-2023,"21 km SSW of Mammoth, Wyoming",earthquake,0.8,1.18,0.211,5,reviewed,uu,uu
01 06:49:10.190Z-01-2023,36.595,-121.2063333,7.74,3.9,mw,70,72,0.02872,0.13,nc,nc73827436,05 16:10:51.335Z-04-2023,"9km NW of Pinnacles, CA",earthquake,0.16,0.33,,5,reviewed,nc,nc
01 06:49:08.370Z-01-2023,36.5953333,-121.1993333,8.4,,,44,66,0.02612,0.07,nc,nc71129644,01 12:22:14.573Z-01-2023,"9km NW of Pinnacles, CA",earthquake,0.19,0.31,,,reviewed,nc,nc
01 06:46:15.300Z-01-2023,33.4005,-116.3911667,5.59,1.63,ml,70,20,0.07627,0.18,ci,ci40152551,04 16:28:59.174Z-01-2023,"16km N of Borrego Springs, CA",earthquake,0.15,0.64,0.16,48,reviewed,ci,ci
01 06:45:06.210Z-01-2023,19.2169990539551,-155.387832641602,29.4200000762939,1.71000004,md,28,162,,0.129999995,hv,hv73290312,01 06:48:19.590Z-01-2023,"9 km E of P?hala, Hawaii",earthquake,0.68,0.74000001,0.850000024,3,automatic,hv,hv
01 06:39:45.016Z-01-2023,36.5374,70.9078,187.282,4.8,mb,108,37,2.506,0.49,us,us7000j1cr,11 22:51:29.040Z-03-2023,"36 km S of Jurm, Afghanistan",earthquake,6.21,5.592,0.04,194,reviewed,us,us
01 06:34:11.220Z-01-2023,34.3555,-116.9216667,5.65,1.26,ml,38,93,0.0783,0.13,ci,ci40152543,04 16:13:59.935Z-01-2023,"11km SSE of Lucerne Valley, CA",earthquake,0.15,0.39,0.072,26,reviewed,ci,ci
01 06:24:46.403Z-01-2023,-15.1473,66.7962,10,4.2,mb,20,108,5.629,0.78,us,us7000j3ye,11 22:51:46.040Z-03-2023,"Mid-Indian Ridge",earthquake,9.84,1.875,0.167,14,reviewed,us,us
